aX,aY,aZ,gX,gY,gZ
-7.24,-4.41,1.30,1.50,-1.19,5.15
-5.95,-4.50,1.00,1.42,-1.20,5.23
-4.93,-4.49,0.70,1.35,-1.28,5.30
-3.97,-4.43,-0.04,1.28,-1.29,5.36
-2.93,-4.31,-0.56,1.17,-1.21,5.40
-1.73,-4.15,-1.20,1.03,-1.09,5.42
-0.53,-3.89,-1.68,0.85,-0.86,5.39
0.39,-3.61,-1.97,0.64,-0.61,5.32
1.13,-3.39,-2.18,0.42,-0.32,5.22
1.75,-3.26,-1.46,0.17,-0.03,5.10
2.38,-3.26,0.04,-0.01,0.07,4.96
3.18,-3.35,1.82,-0.09,-0.05,4.79
4.19,-3.38,3.16,-0.08,-0.37,4.58
5.45,-3.31,3.45,-0.01,-0.66,4.34
7.07,-3.11,3.73,0.05,-0.79,4.08
9.16,-2.63,3.99,0.11,-0.85,3.76
11.53,-1.73,4.04,0.14,-0.69,3.39
13.55,-0.52,4.57,0.12,-0.39,3.00
15.17,0.83,5.42,0.07,-0.07,2.58
16.63,2.18,6.67,0.01,0.17,2.16
17.90,3.41,7.73,-0.02,0.27,1.72
18.94,4.33,9.51,-0.03,0.25,1.34
20.88,5.08,10.35,0.09,-0.06,0.87
22.19,5.87,10.22,0.20,-0.35,0.26
22.39,6.85,9.69,0.27,-0.59,-0.39
21.92,7.78,8.74,0.29,-0.78,-1.01
21.06,8.39,7.89,0.25,-0.89,-1.58
19.90,8.51,7.40,0.19,-0.98,-2.10
18.48,8.15,7.34,0.14,-1.12,-2.57
16.88,7.42,7.16,0.12,-1.35,-3.00
15.13,6.63,6.79,0.09,-1.62,-3.40
13.44,5.78,6.29,0.05,-1.89,-3.75
11.92,4.92,5.66,0.00,-2.18,-4.10
10.45,4.35,4.82,-0.09,-2.41,-4.43
9.26,4.02,3.83,-0.23,-2.52,-4.69
8.37,3.70,2.78,-0.44,-2.47,-4.88
7.64,3.29,1.80,-0.68,-2.27,-5.04
6.99,2.73,0.99,-0.97,-1.91,-5.18
6.31,2.05,0.36,-1.26,-1.43,-5.31
5.56,1.27,-0.12,-1.56,-0.87,-5.43
4.66,0.43,-0.52,-1.83,-0.28,-5.53
3.62,-0.45,-0.89,-2.06,0.32,-5.60
2.51,-1.35,-0.97,-2.25,0.93,-5.65
1.20,-2.25,-0.32,-2.30,1.44,-5.65
-0.06,-3.26,0.35,-2.22,1.65,-5.61
-1.46,-4.35,0.86,-2.04,1.64,-5.56
-2.90,-5.30,1.00,-1.83,1.39,-5.49
-3.90,-5.85,0.90,-1.65,1.04,-5.40
-4.39,-5.82,1.02,-1.56,0.70,-5.32
-4.85,-5.25,1.54,-1.58,0.46,-5.25
-5.76,-4.40,2.04,-1.70,0.37,-5.13
-7.21,-3.71,3.16,-1.84,0.44,-4.91
-9.03,-3.46,4.85,-1.88,0.40,-4.59
-10.97,-3.51,6.18,-1.80,0.17,-4.22
-12.96,-3.39,7.11,-1.68,-0.12,-3.83
-14.71,-2.78,7.94,-1.55,-0.38,-3.43
-16.02,-1.61,8.90,-1.41,-0.56,-3.00
-16.96,-0.21,9.96,-1.21,-0.66,-2.54
-18.01,1.14,10.76,-0.98,-0.64,-2.03
-18.82,2.15,11.65,-0.75,-0.54,-1.46
-19.14,2.98,12.35,-0.50,-0.45,-0.93
-19.20,3.77,12.71,-0.24,-0.39,-0.46
-19.14,4.43,12.63,0.04,-0.34,-0.03
-19.03,4.85,12.31,0.30,-0.31,0.40
-18.79,4.92,11.94,0.56,-0.28,0.83
-18.37,4.68,11.37,0.79,-0.26,1.25
-17.69,4.30,10.72,0.99,-0.23,1.64
-16.69,3.71,10.08,1.17,-0.16,2.00
-15.39,2.90,9.57,1.35,-0.11,2.19
-14.57,2.23,8.71,1.51,-0.09,2.32
-13.93,1.46,7.77,1.64,0.06,2.53
-13.40,0.51,7.19,1.72,0.27,2.77
-12.93,-0.49,6.70,1.78,0.39,3.03
-12.41,-1.45,6.19,1.81,0.46,3.31
-11.74,-2.38,5.76,1.83,0.46,3.60
-10.84,-3.21,5.35,1.83,0.41,3.88
-9.89,-3.89,4.82,1.84,0.35,4.13
-8.93,-4.37,4.13,1.81,0.32,4.37
-7.94,-4.62,3.56,1.78,0.29,4.60
-6.91,-4.64,2.98,1.74,0.26,4.82
-5.94,-4.60,2.37,1.69,0.30,5.04
-5.05,-4.64,1.95,1.62,0.38,5.28
-4.10,-4.66,1.47,1.52,0.46,5.48
-3.11,-4.57,1.24,1.42,0.57,5.61
-2.22,-4.45,0.83,1.29,0.69,5.69
-1.65,-4.20,0.25,1.13,0.86,5.72
-1.08,-3.89,-0.27,0.91,1.07,5.75
-0.18,-3.58,-0.26,0.66,1.28,5.74
0.83,-3.18,0.23,0.42,1.46,5.65
1.74,-2.62,1.03,0.20,1.60,5.55
2.52,-1.91,2.30,0.01,1.68,5.47
3.60,-1.26,3.73,-0.15,1.66,5.43
5.56,-0.80,4.98,-0.24,1.52,5.33
8.42,-0.33,6.26,-0.27,1.34,5.09
11.93,0.47,7.07,-0.23,1.23,4.70
14.98,1.59,7.63,-0.16,1.34,4.22
16.99,2.72,8.46,-0.10,1.52,3.71
18.59,3.69,9.59,-0.06,1.55,3.18
20.50,4.52,10.67,0.01,1.42,2.53
21.02,5.48,10.62,0.07,1.36,1.85
22.60,5.76,12.69,0.21,0.94,1.22
23.01,5.81,12.80,0.34,0.53,0.42
21.76,5.95,11.76,0.44,0.01,-0.43
19.85,6.40,9.97,0.44,-0.39,-1.17
18.60,6.74,8.81,0.40,-0.67,-1.81
16.93,6.59,8.01,0.35,-0.90,-2.37
14.76,6.00,7.39,0.29,-1.13,-2.83
12.66,5.28,6.87,0.24,-1.42,-3.21
10.98,4.62,6.24,0.16,-1.74,-3.54
9.55,4.04,5.66,0.07,-2.05,-3.86
8.29,3.49,4.87,-0.06,-2.30,-4.16
7.30,2.89,3.88,-0.24,-2.41,-4.44
6.64,2.21,2.66,-0.50,-2.31,-4.71
6.15,1.48,1.46,-0.82,-1.98,-4.97
5.84,0.40,0.35,-1.14,-1.43,-5.22
5.41,-1.15,-0.56,-1.42,-0.78,-5.65
4.08,-2.19,-1.45,-1.68,-0.11,-6.04
2.80,-2.95,-1.68,-1.90,0.51,-6.23
1.67,-3.83,-1.25,-1.98,0.92,-6.33
0.06,-4.78,-0.46,-1.94,1.19,-6.37
-2.25,-5.63,0.62,-1.82,1.29,-6.28
-4.72,-6.39,1.64,-1.71,1.11,-6.07
-6.68,-6.84,2.45,-1.67,0.78,-5.78
-7.42,-6.78,3.48,-1.68,0.33,-5.52
-6.90,-6.29,3.67,-1.76,-0.10,-5.32
-5.99,-5.94,3.70,-1.89,-0.21,-5.17
-6.05,-6.10,4.36,-1.98,-0.13,-5.02
-7.31,-6.39,4.32,-2.01,0.06,-4.79
-8.88,-7.01,4.15,-1.98,0.48,-4.41
-10.05,-7.68,4.95,-1.98,0.72,-4.13
-11.71,-7.11,6.16,-1.97,0.56,-3.98
-13.30,-5.66,7.23,-1.92,0.25,-3.75
-14.62,-3.88,8.85,-1.82,-0.02,-3.36
-15.65,-2.26,10.82,-1.63,-0.25,-2.86
-16.26,-1.28,12.45,-1.36,-0.50,-2.36
-16.00,-0.99,13.25,-1.07,-0.72,-2.21
-16.94,0.22,13.71,-0.78,-0.91,-2.24
-17.97,1.27,13.72,-0.48,-0.98,-1.99
-18.43,1.32,13.90,-0.22,-0.85,-1.52
-18.39,0.80,14.61,0.03,-0.71,-1.06
-18.37,0.51,15.25,0.30,-0.66,-0.70
-18.52,0.62,15.43,0.60,-0.65,-0.36
-18.57,0.67,14.91,0.90,-0.63,0.04
-18.29,0.50,13.86,1.14,-0.52,0.46
-17.70,0.28,12.89,1.33,-0.36,0.84
-17.06,-0.11,11.98,1.51,-0.25,1.18
-16.30,-0.72,10.87,1.68,-0.16,1.53
-15.50,-1.48,9.91,1.83,-0.06,1.88
-14.71,-2.25,8.89,1.97,-0.01,2.23
-13.91,-2.96,7.85,2.08,0.06,2.59
-13.05,-3.71,7.02,2.18,0.15,2.96
-12.15,-4.47,6.13,2.25,0.23,3.31
-11.29,-5.17,5.34,2.31,0.32,3.65
-10.47,-5.81,4.64,2.34,0.42,3.96
-9.74,-6.39,4.19,2.36,0.52,4.23
-9.11,-6.91,3.76,2.37,0.54,4.47
-8.42,-7.36,3.20,2.37,0.50,4.69
-7.57,-7.62,2.80,2.38,0.38,4.90
-6.48,-7.56,2.03,2.34,0.24,5.07
-5.21,-7.14,1.15,2.25,0.20,5.18
-3.88,-6.51,0.71,2.12,0.26,5.23
-2.54,-5.78,0.11,1.98,0.36,5.19
-1.55,-5.01,-0.38,1.82,0.61,5.10
-0.83,-4.30,-0.71,1.61,0.86,5.05
-0.09,-3.60,-0.81,1.36,1.07,5.00
0.66,-2.90,-0.45,1.11,1.21,4.95
1.45,-2.17,0.51,0.89,1.22,4.86
2.27,-1.44,1.73,0.72,1.03,4.74
3.21,-0.69,2.87,0.61,0.70,4.58
4.54,0.16,4.00,0.55,0.28,4.37
6.41,1.20,4.70,0.58,-0.14,4.13
8.64,2.42,5.00,0.64,-0.44,3.82
11.40,3.91,5.28,0.73,-0.65,3.48
14.57,5.67,5.60,0.80,-0.73,3.09
16.01,7.78,5.45,0.83,-0.67,2.77
19.51,9.23,5.96,0.80,-0.57,2.47
22.67,9.96,5.88,0.78,-0.46,1.79
23.05,10.40,4.99,0.64,-0.10,0.95
21.76,10.58,4.87,0.36,0.36,0.26
20.28,10.37,5.71,0.12,0.64,-0.32
18.79,9.88,6.20,0.00,0.58,-0.89
16.95,9.32,6.18,-0.01,0.26,-1.43
15.08,8.84,5.17,-0.00,-0.11,-1.92
13.27,8.44,4.49,-0.04,-0.38,-2.33
11.62,7.96,4.01,-0.09,-0.62,-2.68
10.09,7.36,3.56,-0.16,-0.82,-2.98
8.69,6.62,3.38,-0.22,-1.00,-3.26
7.60,5.79,2.99,-0.30,-1.15,-3.51
6.70,4.84,2.60,-0.37,-1.25,-3.74
5.93,3.91,1.98,-0.44,-1.29,-4.01
5.13,3.33,1.12,-0.57,-1.18,-4.25
4.53,2.90,0.30,-0.74,-0.90,-4.42
4.10,2.40,-0.51,-0.92,-0.47,-4.56
3.73,1.74,-1.25,-1.12,0.12,-4.71
3.24,0.97,-1.77,-1.31,0.82,-4.88
2.43,0.18,-1.76,-1.45,1.52,-5.06
1.33,-0.58,-1.67,-1.50,2.05,-5.21
0.12,-1.31,-1.70,-1.51,2.43,-5.33
-1.04,-1.96,-1.36,-1.46,2.59,-5.41
-1.95,-2.50,-1.41,-1.36,2.48,-5.48
-2.53,-2.99,-2.16,-1.30,2.44,-5.54
-2.90,-3.60,-2.77,-1.32,2.68,-5.59
-4.01,-4.22,-2.12,-1.33,2.85,-5.63
-6.42,-4.75,-0.81,-1.28,2.63,-5.63
-9.70,-5.10,1.00,-1.18,1.97,-5.55
-12.71,-5.09,2.43,-1.06,0.98,-5.35
-14.26,-4.70,2.49,-0.97,-0.12,-5.02
-14.11,-4.14,1.54,-0.97,-0.91,-4.60
-13.63,-3.62,1.15,-1.05,-1.19,-4.15
-14.03,-3.31,1.58,-1.13,-1.18,-3.73
-15.49,-3.14,2.40,-1.19,-1.04,-3.38
-17.27,-2.72,3.73,-1.20,-0.95,-3.03
-18.51,-2.10,5.29,-1.13,-1.02,-2.60
-19.27,-1.35,6.62,-0.98,-1.03,-2.13
-19.91,-0.65,7.93,-0.78,-0.91,-1.62
-20.67,0.11,8.97,-0.53,-0.77,-1.12
-21.46,1.15,9.49,-0.29,-0.65,-0.61
-21.90,2.32,9.77,-0.08,-0.58,-0.11
-21.89,3.38,10.00,0.14,-0.59,0.35
aX,aY,aZ,gX,gY,gZ
18.99,7.98,8.39,-0.14,0.68,0.45
18.23,8.27,8.08,-0.04,0.19,0.01
17.26,8.60,7.41,0.04,-0.30,-0.43
16.18,8.84,6.64,0.07,-0.71,-0.81
15.07,8.91,5.99,0.06,-1.03,-1.15
13.96,8.75,5.46,0.02,-1.26,-1.45
12.77,8.33,5.13,-0.02,-1.45,-1.73
11.54,7.82,4.91,-0.06,-1.64,-1.98
10.50,7.17,4.69,-0.08,-1.83,-2.23
9.54,6.56,4.39,-0.11,-1.99,-2.55
8.57,6.09,3.80,-0.15,-2.09,-2.85
7.76,5.63,2.94,-0.22,-2.06,-3.10
7.11,5.12,2.10,-0.35,-1.89,-3.32
6.51,4.52,1.47,-0.51,-1.61,-3.53
5.93,3.82,1.06,-0.67,-1.26,-3.74
5.31,3.01,0.79,-0.82,-0.84,-3.93
4.53,2.13,0.73,-0.96,-0.39,-4.07
3.65,1.24,0.89,-1.07,0.04,-4.17
2.59,0.40,1.23,-1.11,0.35,-4.22
1.42,-0.37,1.35,-1.09,0.52,-4.25
0.20,-1.06,1.31,-1.04,0.61,-4.22
-0.70,-1.68,1.20,-0.99,0.61,-4.15
-1.48,-2.09,0.75,-0.96,0.57,-4.10
-2.16,-2.24,0.50,-1.01,0.47,-4.01
-2.40,-2.21,0.21,-1.11,0.39,-3.92
-2.48,-2.09,-0.11,-1.23,0.49,-3.88
-2.83,-1.93,-0.28,-1.39,0.70,-3.86
-3.52,-1.78,-0.24,-1.59,0.98,-3.83
-4.47,-1.56,0.43,-1.78,1.28,-3.78
-5.65,-1.17,1.41,-1.95,1.50,-3.71
-7.22,-0.57,2.78,-2.06,1.64,-3.63
-9.29,0.17,4.30,-2.08,1.56,-3.50
-11.67,0.99,5.68,-2.02,1.33,-3.33
-14.09,2.00,7.04,-1.93,0.97,-3.11
-16.18,3.32,8.42,-1.82,0.51,-2.83
-17.57,4.80,9.49,-1.68,0.03,-2.48
-18.54,6.38,10.28,-1.52,-0.30,-2.04
-19.02,7.70,10.95,-1.33,-0.50,-1.51
-19.10,8.62,11.34,-1.11,-0.59,-0.96
-18.99,9.20,11.55,-0.87,-0.60,-0.42
-18.78,9.52,11.55,-0.60,-0.60,0.09
-18.46,9.59,11.34,-0.31,-0.57,0.58
-17.92,9.35,11.07,-0.00,-0.55,1.00
-17.21,8.87,10.54,0.30,-0.54,1.37
-16.18,8.20,9.71,0.57,-0.50,1.73
-14.96,7.41,8.73,0.80,-0.37,2.05
-13.82,6.48,7.83,0.99,-0.17,2.30
-12.91,5.47,7.15,1.14,0.08,2.49
-12.22,4.46,6.59,1.25,0.31,2.66
-11.63,3.52,6.05,1.32,0.50,2.80
-11.07,2.67,5.58,1.36,0.62,2.93
-10.64,1.69,5.16,1.40,0.68,3.05
-10.14,0.77,4.91,1.42,0.73,3.17
-10.33,0.81,4.26,1.35,0.67,3.29
-9.55,0.79,4.15,1.23,0.73,3.56
-8.90,-0.28,4.05,1.39,0.65,3.58
-8.59,-1.22,3.06,1.34,0.49,3.72
-7.80,-2.19,2.51,1.22,0.56,4.01
-6.62,-3.07,2.55,1.17,0.67,4.25
-5.36,-3.52,2.14,1.15,0.70,4.37
-4.35,-3.46,1.68,1.08,0.89,4.37
-3.90,-2.93,1.45,0.99,1.13,4.35
-3.66,-2.42,1.54,0.86,1.28,4.35
-3.39,-2.05,1.74,0.72,1.39,4.39
-2.62,-1.89,2.03,0.54,1.43,4.44
-1.44,-1.70,2.59,0.38,1.41,4.40
-0.31,-1.27,3.30,0.28,1.37,4.31
0.77,-0.65,4.35,0.23,1.31,4.23
1.99,0.05,5.44,0.23,1.16,4.16
3.60,0.75,6.37,0.26,0.93,4.05
6.16,1.44,6.82,0.32,0.68,3.86
9.67,2.31,6.67,0.42,0.68,3.54
12.86,3.62,6.46,0.50,0.86,3.15
15.23,5.17,6.44,0.54,1.13,2.75
16.69,6.70,6.85,0.56,1.36,2.32
17.43,7.98,7.45,0.59,1.45,1.88
17.70,8.86,8.03,0.64,1.33,1.44
17.70,9.40,8.30,0.70,1.03,1.01
17.49,9.74,8.01,0.77,0.63,0.59
17.00,10.07,7.11,0.81,0.24,0.20
16.10,10.50,5.95,0.78,-0.08,-0.15
14.88,10.99,4.90,0.70,-0.33,-0.45
13.58,11.36,4.03,0.58,-0.54,-0.69
12.29,11.47,3.49,0.44,-0.72,-0.90
11.09,11.21,3.01,0.27,-0.88,-1.09
9.98,10.65,2.80,0.10,-1.03,-1.28
8.97,9.90,2.85,-0.06,-1.24,-1.48
8.16,8.99,2.77,-0.22,-1.44,-1.70
7.50,8.04,2.55,-0.39,-1.62,-1.95
6.97,7.08,1.99,-0.57,-1.71,-2.22
6.53,6.09,1.15,-0.80,-1.63,-2.48
6.13,5.04,0.43,-1.05,-1.41,-2.74
5.86,3.93,-0.24,-1.29,-1.08,-3.00
5.63,2.75,-0.82,-1.52,-0.64,-3.28
5.29,1.53,-1.19,-1.71,-0.14,-3.56
4.77,0.38,-1.52,-1.86,0.37,-3.83
4.04,-0.69,-1.70,-1.98,0.89,-4.09
3.17,-1.64,-1.75,-2.08,1.37,-4.33
2.31,-2.51,-1.83,-2.17,1.82,-4.55
1.47,-3.33,-1.46,-2.22,2.18,-4.76
0.88,-4.58,-0.94,-2.17,2.32,-5.04
-0.51,-5.53,-0.26,-2.04,2.23,-5.41
-2.68,-5.92,0.75,-1.88,1.93,-5.62
-5.00,-6.04,1.97,-1.70,1.37,-5.56
-6.96,-6.23,2.88,-1.57,0.75,-5.36
-8.94,-6.24,4.22,-1.49,0.22,-5.20
-11.17,-5.72,5.33,-1.46,-0.23,-5.01
-12.88,-4.85,6.12,-1.45,-0.43,-4.71
-13.86,-4.05,6.68,-1.44,-0.38,-4.32
-14.55,-3.28,7.20,-1.42,-0.16,-3.92
-15.57,-2.25,7.78,-1.36,0.05,-3.56
-16.69,-0.72,8.84,-1.26,0.12,-3.22
-17.55,1.19,9.99,-1.07,-0.09,-2.90
-17.90,3.29,10.80,-0.85,-0.47,-2.59
-17.77,5.33,11.19,-0.63,-0.77,-2.27
-17.52,7.07,11.48,-0.44,-0.86,-1.94
-17.37,8.32,11.92,-0.25,-0.78,-1.59
-17.54,9.00,12.33,-0.02,-0.61,-1.24
-17.67,8.65,12.39,0.23,-0.43,-0.93
-18.27,8.04,12.05,0.46,-0.24,-0.73
-19.69,7.98,11.74,0.68,-0.07,-0.43
-20.70,7.82,11.47,0.92,-0.06,0.09
-20.42,6.90,10.85,1.16,-0.11,0.70
-19.28,5.59,10.15,1.39,-0.15,1.23
-18.02,4.27,9.24,1.60,-0.19,1.67
-16.72,3.07,8.10,1.78,-0.19,2.07
-15.25,1.94,6.90,1.92,-0.15,2.43
-13.64,0.92,5.74,2.01,-0.10,2.73
-12.10,-0.00,4.60,2.06,-0.04,2.96
-10.67,-0.85,3.56,2.05,0.05,3.11
-9.56,-1.61,2.82,2.01,0.14,3.22
-8.68,-2.29,2.17,1.94,0.18,3.32
-7.91,-2.83,1.54,1.84,0.21,3.40
-7.14,-3.17,1.07,1.72,0.21,3.48
-6.34,-3.32,0.61,1.58,0.19,3.54
-5.70,-3.30,0.24,1.43,0.18,3.60
-5.24,-3.23,-0.09,1.29,0.19,3.69
-4.74,-3.16,-0.23,1.12,0.23,3.80
-4.23,-3.06,-0.24,0.96,0.25,3.91
-3.66,-2.94,-0.33,0.81,0.27,4.01
-2.97,-2.76,-0.29,0.64,0.31,4.10
-2.22,-2.47,-0.17,0.47,0.33,4.18
-1.55,-2.11,0.33,0.30,0.36,4.25
-0.89,-1.74,1.04,0.15,0.31,4.29
-0.10,-1.38,1.87,0.04,0.19,4.32
0.92,-1.04,2.59,-0.05,0.03,4.33
2.02,-0.68,3.59,-0.08,-0.19,4.32
3.12,-0.34,4.71,-0.03,-0.51,4.28
4.59,0.00,5.61,0.10,-0.93,4.19
7.07,0.48,5.55,0.25,-1.23,4.02
10.15,1.36,4.80,0.34,-1.24,3.77
13.07,2.75,3.98,0.35,-0.91,3.49
15.52,4.46,3.97,0.27,-0.42,3.23
17.64,6.11,4.52,0.16,0.09,2.96
19.49,7.40,5.51,0.06,0.51,2.63
20.87,8.21,6.47,-0.02,0.77,2.21
21.31,8.66,7.54,-0.06,0.84,1.72
21.39,8.96,8.64,-0.03,0.60,1.20
21.00,9.26,8.75,0.07,0.14,0.61
20.16,9.55,7.92,0.15,-0.35,-0.02
18.98,9.62,6.74,0.16,-0.74,-0.63
17.58,9.45,5.73,0.13,-1.02,-1.21
16.15,9.08,4.78,0.03,-1.23,-1.73
14.90,8.50,4.06,-0.12,-1.34,-2.18
13.83,7.69,3.68,-0.29,-1.42,-2.59
12.76,6.74,3.44,-0.45,-1.49,-3.00
11.71,5.76,3.14,-0.60,-1.56,-3.39
10.67,4.79,2.77,-0.74,-1.61,-3.77
9.61,3.86,2.25,-0.90,-1.60,-4.13
8.57,2.98,1.58,-1.07,-1.49,-4.44
7.68,2.13,0.82,-1.26,-1.25,-4.71
7.00,1.31,-0.01,-1.45,-0.86,-4.92
6.40,0.43,-0.88,-1.65,-0.26,-5.08
5.81,-0.48,-1.86,-1.86,0.57,-5.21
5.13,-1.40,-2.90,-2.08,1.65,-5.33
4.22,-2.27,-3.67,-2.25,2.91,-5.44
2.57,-3.22,-4.14,-2.32,4.15,-5.51
0.29,-4.25,-4.29,-2.32,5.33,-5.49
-2.24,-5.32,-3.55,-2.19,6.20,-5.40
-5.11,-6.40,-2.18,-1.89,6.55,-5.31
-8.76,-7.13,-0.14,-1.49,6.14,-5.26
-13.01,-7.24,2.60,-0.96,4.89,-5.12
-16.41,-5.89,4.85,-0.21,2.70,-5.01
-17.28,-3.68,4.25,0.44,0.34,-4.73
-16.14,-1.36,2.43,0.74,-1.38,-4.35
-14.09,0.84,0.66,0.66,-2.14,-3.96
-11.89,2.37,-0.35,0.32,-2.00,-3.65
-10.49,2.94,-0.52,-0.14,-1.20,-3.51
-11.07,2.95,0.15,-0.59,-0.12,-3.50
-13.97,2.81,1.70,-0.90,0.80,-3.44
-18.39,2.71,4.08,-0.99,1.22,-3.16
-22.18,2.71,6.79,-0.81,1.01,-2.64
-24.23,3.07,8.69,-0.40,0.31,-1.99
-24.62,3.73,8.79,0.08,-0.47,-1.30
-23.98,4.35,7.68,0.48,-0.95,-0.62
-23.08,4.71,6.51,0.75,-1.06,0.00
-22.33,4.80,5.70,0.90,-0.96,0.58
-21.85,4.62,5.31,0.99,-0.80,1.12
-21.34,4.19,5.10,1.07,-0.73,1.65
-20.38,3.63,4.99,1.15,-0.80,2.14
-19.02,2.99,4.67,1.28,-0.99,2.59
-17.57,2.26,3.85,1.41,-1.20,2.99
-16.05,1.50,2.81,1.47,-1.32,3.37
-14.55,0.78,2.02,1.48,-1.34,3.70
-13.05,0.07,1.45,1.45,-1.29,3.98
-11.68,-0.62,0.94,1.39,-1.19,4.22
-10.51,-1.29,0.65,1.28,-1.07,4.45
-9.39,-1.97,0.42,1.17,-0.99,4.68
-8.30,-2.57,0.30,1.08,-0.97,4.85
-7.49,-3.18,0.53,1.04,-1.07,5.01
-6.71,-3.75,0.40,1.08,-1.32,5.18
-5.79,-4.07,-0.22,1.11,-1.51,5.30
-4.79,-4.14,-0.89,1.10,-1.52,5.41
-3.57,-4.07,-1.47,1.03,-1.37,5.51
-2.25,-3.95,-1.67,0.89,-1.08,5.57
-1.03,-3.79,-1.70,0.72,-0.70,5.58
-0.21,-3.63,-1.07,0.52,-0.29,5.54
0.24,-3.50,-0.12,0.38,-0.06,5.52
0.84,-3.35,0.88,0.28,0.02,5.52
1.72,-3.18,2.31,0.26,-0.09,5.50
3.00,-2.99,3.46,0.32,-0.35,5.43
4.71,-2.70,4.37,0.44,-0.63,5.33
7.18,-2.34,4.99,0.62,-0.89,5.18
10.67,-1.78,5.41,0.82,-1.00,4.93
14.57,-0.75,5.08,1.02,-0.86,4.53
16.42,0.65,4.34,1.07,-0.27,4.16
19.54,1.88,4.48,1.02,0.23,3.73
22.31,3.20,4.14,0.93,0.72,3.05
23.54,4.76,4.10,0.77,1.30,2.25
23.79,6.01,5.25,0.60,1.77,1.48
23.33,6.67,7.00,0.54,1.88,0.74
22.07,6.75,7.85,0.59,1.60,0.03
20.03,6.68,8.00,0.64,1.07,-0.61
18.42,6.76,7.39,0.68,0.43,-1.20
17.20,6.99,6.54,0.68,-0.16,-1.75
15.81,6.96,5.50,0.63,-0.59,-2.22
14.24,6.56,4.62,0.53,-0.89,-2.60
12.71,5.94,3.86,0.38,-1.12,-2.91
11.28,5.27,3.32,0.22,-1.31,-3.16
10.00,4.69,2.74,0.07,-1.44,-3.37
8.81,4.21,2.11,-0.10,-1.49,-3.57
7.69,3.85,1.52,-0.28,-1.44,-3.75
6.65,3.47,1.19,-0.45,-1.35,-3.92
5.81,3.07,0.84,-0.63,-1.21,-4.12
5.02,2.77,0.41,-0.81,-1.00,-4.31
4.41,2.45,-0.15,-1.01,-0.66,-4.43
3.90,2.06,-0.72,-1.22,-0.21,-4.52
3.23,1.61,-1.17,-1.44,0.34,-4.60
2.23,1.05,-0.97,-1.63,0.90,-4.69
0.78,0.34,-0.56,-1.75,1.35,-4.77
-0.98,-0.45,-0.38,-1.84,1.68,-4.79
-2.68,-1.20,-0.04,-1.90,1.92,-4.73
-3.95,-1.76,0.17,-1.95,2.10,-4.64
-4.79,-2.15,0.59,-2.00,2.32,-4.53
-5.49,-2.42,1.13,-1.99,2.47,-4.42
-6.27,-2.58,2.00,-1.93,2.41,-4.29
-7.12,-2.56,2.71,-1.81,2.03,-4.15
-8.18,-2.39,3.03,-1.68,1.55,-4.02
-9.65,-2.09,3.60,-1.59,1.08,-3.90
-11.36,-1.67,4.04,-1.53,0.66,-3.77
-12.77,-0.98,4.79,-1.51,0.29,-3.61
-13.49,0.16,5.52,-1.49,-0.07,-3.41
-13.73,1.55,6.17,-1.48,-0.30,-3.15
-14.20,2.83,7.15,-1.43,-0.36,-2.84
-15.35,3.65,7.95,-1.32,-0.32,-2.48
-16.93,3.99,9.03,-1.17,-0.28,-2.05
-18.27,4.10,10.16,-0.97,-0.35,-1.56
-18.95,4.18,10.82,-0.72,-0.45,-1.07
-18.96,4.19,11.05,-0.45,-0.49,-0.69
-19.37,4.46,10.88,-0.16,-0.49,-0.34
-19.63,4.65,10.33,0.12,-0.42,0.14
-19.35,4.63,9.81,0.38,-0.31,0.66
-18.65,4.59,9.16,0.61,-0.25,1.14
-17.62,4.55,8.32,0.82,-0.21,1.57
-16.41,4.42,7.24,1.01,-0.15,1.95
-15.47,3.70,6.48,1.19,-0.05,2.28
-14.38,3.00,5.35,1.33,-0.02,2.58
-13.32,2.68,4.19,1.36,0.18,2.72
-12.73,2.08,3.80,1.41,0.37,2.85
-11.89,1.01,2.98,1.42,0.51,3.09
-10.89,-0.06,2.37,1.35,0.67,3.29
-10.29,-0.61,2.18,1.27,0.75,3.42
-9.81,-0.98,1.74,1.19,0.75,3.59
-9.11,-1.43,1.46,1.10,0.78,3.75
-8.40,-1.78,1.28,1.00,0.77,3.84
-7.76,-1.98,1.11,0.90,0.77,3.90
-7.13,-2.15,1.03,0.79,0.78,3.95
-6.52,-2.34,0.71,0.68,0.84,4.00
-5.98,-2.49,0.46,0.54,0.94,4.03
-5.45,-2.54,0.34,0.38,1.04,4.02
-4.92,-2.47,0.29,0.21,1.14,4.00
-4.30,-2.25,0.64,0.02,1.22,3.96
-3.64,-1.90,1.49,-0.17,1.19,3.92
-3.04,-1.45,2.36,-0.32,1.06,3.86
-2.30,-0.98,3.26,-0.44,0.88,3.82
-1.27,-0.47,4.30,-0.52,0.67,3.76
-0.11,0.20,5.55,-0.53,0.37,3.68
1.32,1.01,6.69,-0.47,0.01,3.56
3.14,1.97,7.75,-0.37,-0.35,3.41
5.69,3.12,8.26,-0.25,-0.61,3.17
aX,aY,aZ,gX,gY,gZ
-17.22,3.70,9.73,-0.69,-1.20,-2.13
-16.71,5.18,10.45,-0.47,-1.34,-1.77
