aX,aY,aZ,gX,gY,gZ
-7.92,2.53,-1.92,-0.80,0.54,2.42
-7.55,2.76,-1.76,-0.79,0.61,2.46
-7.19,3.06,-1.67,-0.79,0.68,2.49
-6.89,3.40,-1.60,-0.78,0.74,2.50
-6.64,3.75,-1.50,-0.79,0.80,2.50
-6.37,4.06,-1.29,-0.80,0.86,2.49
-6.12,4.32,-1.08,-0.82,0.90,2.46
-5.95,4.53,-0.91,-0.84,0.95,2.43
-5.83,4.67,-0.72,-0.85,0.99,2.39
-5.70,4.82,-0.59,-0.84,1.04,2.37
-5.49,4.96,-0.38,-0.81,1.10,2.37
-5.30,5.21,-0.19,-0.73,1.19,2.39
-5.03,5.22,-0.15,-0.62,1.32,2.42
-4.68,5.07,-0.15,-0.51,1.47,2.44
-4.24,4.89,-0.21,-0.38,1.66,2.42
-3.71,4.76,-0.32,-0.23,1.90,2.36
-3.16,4.65,-0.46,-0.09,2.17,2.29
-2.69,4.56,-0.63,0.06,2.48,2.22
-2.34,4.53,-0.85,0.17,2.79,2.19
-2.00,4.55,-1.08,0.19,3.00,2.19
-1.51,4.42,-1.20,0.10,3.06,2.12
-0.89,4.11,-1.26,-0.11,2.91,1.90
-0.39,3.77,-1.22,-0.40,2.57,1.51
-0.20,3.75,-1.02,-0.72,2.17,1.08
-0.43,4.15,-0.61,-0.99,1.84,0.78
-0.95,4.70,-0.08,-1.16,1.65,0.68
-1.53,5.12,0.40,-1.27,1.53,0.74
-2.04,5.28,0.83,-1.38,1.35,0.87
-2.28,5.37,0.97,-1.53,1.08,0.96
-2.29,5.39,0.90,-1.72,0.74,0.99
-2.21,5.32,0.67,-1.87,0.49,0.97
-2.13,5.24,0.25,-1.97,0.37,0.90
-2.14,5.23,-0.07,-2.08,0.35,0.82
-2.23,5.26,0.40,-2.24,0.28,0.78
-2.27,5.18,1.15,-2.45,0.16,0.79
-2.27,4.98,2.02,-2.65,-0.02,0.88
-2.30,4.85,2.51,-2.78,-0.13,1.03
-2.27,4.96,2.94,-2.88,-0.17,1.24
-2.05,5.08,3.51,-2.96,-0.23,1.47
-1.66,4.98,4.36,-3.04,-0.33,1.66
-1.11,4.62,5.20,-3.12,-0.47,1.80
-0.45,4.20,5.88,-3.15,-0.55,1.93
0.21,4.03,6.20,-3.13,-0.54,2.06
0.69,4.21,6.54,-3.07,-0.46,2.19
1.04,4.41,7.52,-3.05,-0.46,2.31
1.63,4.22,8.58,-3.07,-0.62,2.44
2.48,3.71,9.48,-3.11,-0.87,2.55
3.47,3.07,10.09,-3.09,-1.07,2.60
4.39,2.60,10.38,-2.97,-1.17,2.58
4.94,2.48,10.70,-2.81,-1.17,2.62
6.07,2.03,11.50,-2.60,-1.08,2.88
7.68,1.44,12.16,-2.37,-1.02,2.91
8.78,0.99,12.74,-2.16,-1.04,2.83
9.63,0.53,13.04,-1.93,-1.06,2.69
10.31,0.21,13.07,-1.68,-1.08,2.51
11.02,-0.03,12.90,-1.44,-1.08,2.31
11.67,-0.25,12.84,-1.19,-1.07,2.08
12.48,-0.63,12.89,-0.96,-1.08,1.82
13.59,-1.24,12.88,-0.73,-1.08,1.51
14.53,-1.82,12.69,-0.46,-1.02,1.12
14.92,-2.13,12.25,-0.16,-0.88,0.70
14.85,-2.21,11.67,0.14,-0.68,0.29
14.43,-2.12,11.02,0.41,-0.49,-0.10
13.76,-1.95,10.41,0.63,-0.32,-0.44
12.96,-1.80,9.91,0.79,-0.22,-0.74
11.95,-1.64,9.45,0.91,-0.16,-1.00
10.92,-1.49,9.00,0.98,-0.16,-1.21
9.97,-1.29,8.59,1.01,-0.20,-1.38
9.28,-1.07,8.26,1.02,-0.27,-1.51
8.86,-0.90,7.99,1.01,-0.37,-1.62
8.49,-0.69,7.78,1.00,-0.47,-1.73
8.11,-0.43,7.58,0.99,-0.55,-1.84
7.77,-0.16,7.44,0.98,-0.63,-1.94
7.50,0.06,7.28,0.98,-0.68,-2.05
7.12,0.30,6.98,0.98,-0.71,-2.16
6.69,0.51,6.67,0.98,-0.70,-2.26
6.24,0.74,6.34,0.97,-0.68,-2.36
5.79,0.99,6.08,0.96,-0.66,-2.44
5.36,1.28,5.85,0.94,-0.65,-2.50
4.90,1.58,5.61,0.91,-0.66,-2.57
4.39,1.90,5.39,0.86,-0.71,-2.62
3.92,2.15,5.22,0.80,-0.75,-2.65
3.54,2.36,5.12,0.76,-0.81,-2.67
3.24,2.55,5.00,0.70,-0.90,-2.70
2.95,2.77,4.88,0.65,-0.98,-2.74
2.71,2.95,4.64,0.60,-1.02,-2.79
2.51,3.05,4.32,0.59,-0.98,-2.84
2.33,3.06,3.95,0.61,-0.84,-2.91
2.17,3.01,3.53,0.69,-0.57,-2.98
1.92,3.02,3.23,0.83,-0.22,-3.06
1.33,3.20,3.12,0.98,0.10,-3.15
0.33,3.51,3.03,1.10,0.21,-3.22
-0.72,3.85,2.78,1.13,0.15,-3.27
-1.39,4.07,2.46,1.11,0.04,-3.29
-1.58,4.16,2.00,1.10,-0.02,-3.29
-1.52,4.25,1.42,1.12,0.06,-3.30
-1.54,4.35,0.95,1.19,0.27,-3.33
-1.94,4.47,0.70,1.29,0.50,-3.37
-2.81,4.63,0.51,1.35,0.60,-3.41
-3.90,4.77,0.56,1.35,0.52,-3.42
-4.98,4.95,0.39,1.26,0.21,-3.39
-5.67,5.04,0.16,1.10,-0.18,-3.32
-5.80,4.97,-0.10,0.94,-0.50,-3.25
-5.65,4.72,-0.42,0.81,-0.66,-3.19
-5.54,4.45,-0.79,0.75,-0.62,-3.15
-5.60,4.41,-1.21,0.75,-0.39,-3.11
-5.93,4.60,-1.21,0.80,-0.09,-3.07
-6.80,4.96,-0.99,0.82,0.04,-3.01
-7.89,5.32,-0.85,0.78,-0.03,-2.92
-8.77,5.62,-0.83,0.69,-0.25,-2.80
-9.26,5.89,-0.93,0.58,-0.50,-2.66
-9.34,6.07,-1.02,0.49,-0.64,-2.52
-9.24,6.18,-1.04,0.45,-0.63,-2.39
-9.22,6.31,-1.04,0.45,-0.47,-2.26
-9.34,6.57,-0.98,0.50,-0.25,-2.14
-9.75,7.05,-0.90,0.58,-0.05,-2.02
-10.30,7.58,-0.88,0.66,0.09,-1.89
-10.71,7.98,-0.92,0.74,0.18,-1.75
-10.85,8.23,-1.00,0.79,0.22,-1.63
-10.85,8.47,-1.14,0.83,0.25,-1.52
-10.92,8.81,-1.31,0.86,0.31,-1.41
-11.10,9.21,-1.53,0.89,0.36,-1.27
-11.34,9.54,-1.74,0.91,0.40,-1.12
-11.52,9.74,-1.95,0.90,0.39,-0.97
-11.58,9.85,-2.16,0.85,0.37,-0.82
-11.56,9.95,-2.33,0.77,0.33,-0.67
-11.56,10.00,-2.52,0.68,0.28,-0.53
-11.58,9.96,-2.69,0.58,0.24,-0.38
-11.58,9.89,-2.79,0.48,0.22,-0.23
-11.50,9.81,-2.85,0.39,0.20,-0.08
-11.35,9.75,-2.86,0.30,0.20,0.06
-11.15,9.66,-2.82,0.23,0.22,0.19
-10.97,9.55,-2.77,0.17,0.25,0.30
-10.79,9.41,-2.70,0.13,0.28,0.40
-10.56,9.25,-2.64,0.09,0.30,0.49
-10.30,9.13,-2.62,0.06,0.31,0.57
-10.10,9.05,-2.59,0.03,0.32,0.66
-9.95,8.94,-2.59,0.02,0.33,0.74
-9.85,8.77,-2.59,0.01,0.36,0.84
-9.78,8.58,-2.63,-0.00,0.38,0.93
-9.71,8.40,-2.72,-0.02,0.40,1.02
-9.61,8.25,-2.80,-0.05,0.42,1.10
-9.49,8.13,-2.91,-0.09,0.42,1.18
-9.35,7.96,-3.02,-0.12,0.43,1.27
-9.20,7.76,-3.11,-0.15,0.45,1.35
-9.10,7.58,-3.14,-0.19,0.49,1.44
-9.03,7.43,-3.16,-0.25,0.52,1.54
-8.96,7.28,-3.14,-0.31,0.54,1.65
-8.80,7.12,-3.06,-0.38,0.55,1.76
-8.58,6.97,-2.97,-0.46,0.55,1.86
-8.31,6.83,-2.85,-0.54,0.56,1.96
-8.06,6.67,-2.71,-0.61,0.55,2.05
-7.87,6.46,-2.54,-0.69,0.53,2.15
-7.63,6.24,-2.40,-0.76,0.49,2.24
-7.21,6.00,-2.24,-0.84,0.43,2.34
-6.62,5.78,-2.09,-0.92,0.36,2.41
-5.96,5.60,-1.91,-0.99,0.31,2.46
-5.34,5.48,-1.71,-1.07,0.25,2.50
-4.75,5.40,-1.57,-1.14,0.18,2.54
-4.11,5.33,-1.41,-1.21,0.12,2.57
-3.48,5.22,-1.30,-1.27,0.05,2.58
-2.89,5.11,-1.17,-1.32,-0.01,2.57
-2.38,5.00,-1.07,-1.38,-0.06,2.54
aX,aY,aZ,gX,gY,gZ
11.82,-1.91,9.79,0.22,-0.20,-0.25
11.46,-1.75,9.50,0.32,-0.21,-0.47
11.09,-1.62,9.27,0.41,-0.21,-0.70
10.64,-1.51,9.11,0.49,-0.25,-0.92
10.18,-1.40,8.95,0.56,-0.32,-1.12
9.87,-1.29,8.77,0.61,-0.42,-1.29
9.72,-1.18,8.57,0.67,-0.49,-1.45
9.55,-1.04,8.36,0.74,-0.53,-1.61
9.37,-0.94,8.20,0.82,-0.53,-1.76
9.19,-0.84,8.09,0.90,-0.51,-1.91
9.02,-0.74,7.96,0.98,-0.48,-2.06
8.75,-0.62,7.83,1.07,-0.43,-2.21
8.44,-0.47,7.66,1.16,-0.38,-2.36
8.13,-0.32,7.45,1.25,-0.32,-2.49
7.67,-0.11,7.20,1.34,-0.27,-2.63
7.07,0.13,6.90,1.42,-0.25,-2.75
6.51,0.35,6.59,1.48,-0.25,-2.85
6.04,0.56,6.28,1.53,-0.26,-2.93
5.63,0.76,5.88,1.57,-0.27,-3.01
5.18,0.96,5.41,1.62,-0.23,-3.08
4.60,1.22,4.92,1.67,-0.18,-3.14
3.96,1.48,4.41,1.71,-0.12,-3.17
3.39,1.76,3.96,1.73,-0.08,-3.17
2.96,2.05,3.59,1.73,-0.05,-3.15
2.62,2.33,3.30,1.71,-0.03,-3.13
2.33,2.60,2.95,1.69,0.01,-3.11
1.98,2.87,2.66,1.67,0.07,-3.09
1.40,3.18,2.34,1.63,0.06,-3.08
0.78,3.50,2.03,1.56,-0.01,-3.07
0.33,3.79,1.79,1.46,-0.13,-3.05
0.11,4.06,1.53,1.33,-0.26,-3.03
-0.01,4.27,1.24,1.21,-0.32,-3.02
-0.13,4.36,0.87,1.12,-0.27,-3.02
-0.32,4.42,0.54,1.07,-0.11,-3.04
-0.71,4.52,0.33,1.05,0.10,-3.04
-1.31,4.63,0.23,1.02,0.25,-3.06
-2.13,4.78,0.23,0.96,0.23,-3.08
-2.98,5.02,0.21,0.83,0.06,-3.08
-3.45,5.29,0.12,0.66,-0.18,-3.05
-3.51,5.51,-0.03,0.50,-0.37,-3.02
-3.39,5.61,-0.23,0.38,-0.44,-3.00
-3.39,5.58,-0.35,0.33,-0.39,-3.02
-3.73,5.52,-0.44,0.31,-0.27,-3.04
-4.31,5.50,-0.41,0.30,-0.16,-3.06
-4.96,5.63,-0.23,0.26,-0.13,-3.06
-5.66,5.85,-0.07,0.20,-0.17,-3.04
-6.21,6.04,0.10,0.13,-0.25,-3.01
-6.54,6.11,0.18,0.08,-0.28,-2.96
-6.68,6.11,0.25,0.07,-0.24,-2.91
-6.90,6.09,0.33,0.13,-0.13,-2.86
-7.45,6.12,0.37,0.22,0.00,-2.81
-8.19,6.23,0.38,0.34,0.16,-2.72
-8.92,6.47,0.43,0.45,0.29,-2.60
-9.55,6.81,0.40,0.53,0.37,-2.47
-10.16,7.18,0.34,0.57,0.38,-2.33
-10.67,7.55,0.15,0.58,0.37,-2.17
-11.02,7.94,-0.13,0.56,0.34,-1.99
-11.17,8.37,-0.34,0.52,0.32,-1.80
-11.26,8.85,-0.45,0.47,0.29,-1.61
-11.43,9.32,-0.53,0.40,0.25,-1.42
-11.61,9.70,-0.55,0.32,0.20,-1.23
-11.66,9.97,-0.52,0.23,0.14,-1.05
-11.61,10.13,-0.49,0.15,0.09,-0.87
-11.55,10.23,-0.46,0.09,0.07,-0.71
-11.59,10.28,-0.43,0.07,0.07,-0.56
-11.71,10.27,-0.36,0.06,0.09,-0.40
-11.82,10.19,-0.27,0.07,0.11,-0.24
-11.86,10.06,-0.22,0.08,0.12,-0.07
-11.82,9.91,-0.21,0.08,0.13,0.09
-11.76,9.76,-0.26,0.08,0.14,0.26
-11.65,9.57,-0.34,0.08,0.16,0.42
-11.49,9.37,-0.41,0.07,0.17,0.57
-11.28,9.21,-0.47,0.05,0.16,0.73
-11.03,9.07,-0.54,0.03,0.16,0.87
-10.77,8.91,-0.63,-0.00,0.16,1.00
-10.50,8.73,-0.74,-0.02,0.16,1.13
-10.24,8.58,-0.84,-0.04,0.18,1.24
-10.06,8.45,-0.88,-0.06,0.21,1.35
-10.00,8.33,-0.92,-0.08,0.24,1.46
-9.96,8.18,-0.93,-0.11,0.25,1.57
-9.92,8.02,-0.89,-0.15,0.24,1.69
-9.94,7.85,-0.80,-0.20,0.22,1.81
-9.95,7.70,-0.72,-0.26,0.18,1.95
-9.81,7.52,-0.64,-0.31,0.12,2.09
-9.48,7.33,-0.60,-0.36,0.08,2.22
-9.02,7.14,-0.57,-0.39,0.06,2.33
-8.60,7.01,-0.50,-0.42,0.05,2.43
-8.24,6.93,-0.39,-0.44,0.05,2.53
-7.80,6.87,-0.31,-0.47,0.04,2.63
-7.22,6.79,-0.26,-0.49,0.02,2.71
-6.61,6.68,-0.21,-0.50,0.02,2.76
-6.04,6.57,-0.19,-0.51,0.00,2.79
-5.43,6.45,-0.17,-0.53,-0.00,2.82
-4.74,6.31,-0.09,-0.54,0.01,2.83
-4.10,6.17,0.02,-0.55,0.04,2.83
-3.60,6.01,0.14,-0.56,0.08,2.82
-3.20,5.83,0.30,-0.56,0.11,2.81
-2.82,5.63,0.46,-0.57,0.15,2.80
-2.40,5.45,0.57,-0.57,0.17,2.77
-2.00,5.32,0.66,-0.57,0.19,2.73
-1.66,5.24,0.80,-0.56,0.23,2.69
-1.38,5.19,0.99,-0.54,0.28,2.66
-1.12,5.18,1.17,-0.53,0.34,2.64
-0.88,5.24,1.30,-0.53,0.38,2.61
-0.68,5.31,1.37,-0.53,0.42,2.60
-0.51,5.33,1.40,-0.54,0.46,2.58
-0.36,5.29,1.55,-0.56,0.49,2.57
-0.18,5.20,1.77,-0.61,0.49,2.57
0.04,5.04,2.03,-0.67,0.46,2.58
0.28,4.81,2.22,-0.74,0.39,2.59
0.54,4.61,2.32,-0.82,0.31,2.60
0.79,4.43,2.27,-0.88,0.24,2.61
1.06,4.30,2.25,-0.93,0.20,2.62
1.47,4.13,2.25,-0.97,0.20,2.63
2.00,3.93,2.28,-1.00,0.25,2.64
2.58,3.69,2.39,-1.03,0.36,2.64
2.98,3.51,2.59,-1.06,0.47,2.63
3.27,3.37,3.05,-1.12,0.54,2.64
3.69,3.13,3.54,-1.20,0.52,2.66
4.20,2.75,4.04,-1.29,0.45,2.66
4.80,2.31,4.39,-1.35,0.38,2.63
5.49,1.92,4.72,-1.36,0.37,2.57
6.35,1.69,5.04,-1.33,0.42,2.49
7.23,1.63,5.34,-1.24,0.57,2.38
7.89,1.72,5.68,-1.11,0.78,2.24
8.19,1.83,6.12,-0.99,0.98,2.09
8.35,1.88,6.68,-0.89,1.11,1.96
8.42,1.97,7.26,-0.84,1.13,1.88
8.79,2.03,7.76,-0.82,1.07,1.87
9.32,2.10,8.21,-0.79,0.98,1.78
9.73,2.15,8.61,-0.77,0.85,1.66
10.24,2.08,8.97,-0.73,0.73,1.53
10.79,1.97,9.29,-0.67,0.63,1.38
11.22,1.91,9.54,-0.58,0.56,1.20
11.50,1.89,9.71,-0.47,0.51,1.00
11.61,1.92,9.83,-0.36,0.47,0.80
11.57,1.98,9.90,-0.27,0.39,0.61
11.41,2.03,9.95,-0.19,0.28,0.43
11.28,2.04,9.96,-0.12,0.13,0.26
11.20,2.02,9.95,-0.06,-0.01,0.10
11.09,1.96,9.84,0.01,-0.14,-0.07
10.89,1.92,9.65,0.10,-0.22,-0.24
10.58,1.94,9.38,0.20,-0.28,-0.39
10.26,2.00,9.07,0.30,-0.32,-0.53
9.90,2.08,8.78,0.38,-0.35,-0.65
9.55,2.14,8.53,0.45,-0.41,-0.76
9.31,2.15,8.32,0.49,-0.48,-0.85
9.09,2.14,8.12,0.53,-0.55,-0.95
8.87,2.15,7.90,0.56,-0.62,-1.04
8.75,2.10,7.81,0.58,-0.71,-1.12
8.77,1.96,7.83,0.58,-0.85,-1.23
8.81,1.79,7.82,0.57,-1.02,-1.36
8.80,1.70,7.64,0.57,-1.17,-1.52
8.79,1.70,7.33,0.59,-1.29,-1.68
8.85,1.70,6.89,0.62,-1.33,-1.86
8.84,1.72,6.47,0.68,-1.28,-2.05
8.66,1.80,6.00,0.77,-1.13,-2.24
8.26,1.94,5.63,0.88,-0.92,-2.42
7.72,2.17,5.26,0.98,-0.69,-2.57
7.07,2.46,4.90,1.07,-0.49,-2.70
6.36,2.80,4.67,1.15,-0.33,-2.80
5.67,3.15,4.36,1.20,-0.25,-2.87
4.98,3.46,4.04,1.23,-0.22,-2.92
4.33,3.74,3.75,1.24,-0.24,-2.95
3.83,3.96,3.36,1.23,-0.27,-2.96
3.42,4.15,3.04,1.21,-0.28,-2.97
3.06,4.28,2.73,1.20,-0.25,-2.97
2.73,4.36,2.38,1.20,-0.18,-2.97
2.36,4.37,2.02,1.21,-0.05,-2.98
1.81,4.40,1.79,1.23,0.07,-2.99
1.10,4.46,1.50,1.23,0.11,-2.99
0.46,4.50,1.35,1.18,0.07,-2.99
-0.01,4.54,1.21,1.12,-0.04,-2.98
-0.42,4.53,1.05,1.02,-0.18,-2.97
-0.76,4.45,0.84,0.93,-0.29,-2.94
-0.99,4.24,0.58,0.85,-0.32,-2.94
-1.27,3.98,0.24,0.80,-0.28,-2.97
-1.58,3.78,0.03,0.78,-0.20,-3.01
-2.04,3.72,-0.24,0.76,-0.14,-3.06
-2.56,3.73,-0.41,0.75,-0.09,-3.11
-3.14,3.78,-0.52,0.73,-0.09,-3.13
-3.67,3.87,-0.65,0.68,-0.13,-3.13
-4.01,4.01,-0.71,0.61,-0.16,-3.11
-4.31,4.22,-0.75,0.53,-0.18,-3.09
-4.75,4.46,-0.79,0.45,-0.22,-3.07
-5.32,4.59,-0.80,0.37,-0.29,-3.04
-5.86,4.63,-0.81,0.30,-0.37,-2.99
-6.24,4.73,-0.82,0.22,-0.46,-2.93
-6.59,5.04,-0.76,0.16,-0.51,-2.87
-7.09,5.53,-0.74,0.13,-0.54,-2.82
-7.64,6.00,-0.79,0.11,-0.55,-2.76
-8.05,6.38,-0.86,0.10,-0.53,-2.70
-8.43,6.74,-0.85,0.10,-0.49,-2.63
-8.87,7.13,-0.77,0.10,-0.43,-2.54
-9.38,7.53,-0.71,0.11,-0.35,-2.42
-9.91,7.88,-0.76,0.14,-0.26,-2.26
-10.34,8.20,-0.84,0.17,-0.17,-2.09
-10.71,8.49,-0.88,0.19,-0.10,-1.91
-10.98,8.73,-0.78,0.19,-0.05,-1.75
-11.42,9.08,-0.66,0.17,-0.03,-1.62
aX,aY,aZ,gX,gY,gZ
13.24,0.04,8.51,0.25,-0.14,-0.78
12.93,0.09,8.30,0.30,-0.19,-0.99
12.53,0.10,8.15,0.35,-0.25,-1.20
12.08,0.11,7.99,0.40,-0.30,-1.39
11.66,0.15,7.79,0.44,-0.37,-1.57
11.24,0.20,7.65,0.47,-0.44,-1.73
10.93,0.18,7.54,0.49,-0.51,-1.88
10.64,0.13,7.47,0.52,-0.56,-2.04
10.31,0.09,7.39,0.57,-0.59,-2.20
9.91,0.06,7.30,0.63,-0.59,-2.37
9.51,0.02,7.20,0.70,-0.58,-2.53
9.08,-0.00,7.04,0.77,-0.58,-2.72
8.43,0.07,6.76,0.87,-0.54,-2.88
7.75,0.20,6.53,0.97,-0.50,-3.01
7.20,0.33,6.25,1.06,-0.47,-3.11
6.74,0.44,6.00,1.16,-0.42,-3.21
6.33,0.51,5.68,1.26,-0.31,-3.31
5.86,0.60,5.27,1.40,-0.14,-3.40
5.26,0.75,4.96,1.55,0.07,-3.48
4.51,0.99,4.74,1.72,0.29,-3.53
3.61,1.31,4.50,1.87,0.41,-3.54
2.63,1.68,4.10,1.95,0.41,-3.52
1.73,2.14,3.54,1.95,0.31,-3.46
0.94,2.59,3.06,1.87,0.14,-3.37
0.33,2.98,2.53,1.73,-0.08,-3.26
-0.10,3.25,2.16,1.54,-0.32,-3.14
-0.25,3.36,1.87,1.33,-0.54,-3.05
0.13,3.06,1.92,1.19,-0.68,-3.03
0.53,2.53,1.81,1.22,-0.65,-3.16
0.11,2.35,1.22,1.29,-0.53,-3.33
-0.72,2.43,0.61,1.33,-0.38,-3.43
-1.43,2.59,0.04,1.38,-0.19,-3.47
-1.92,2.77,-0.45,1.45,0.02,-3.51
-2.45,3.00,-0.85,1.51,0.19,-3.56
-3.15,3.29,-1.20,1.54,0.30,-3.60
-3.94,3.57,-1.40,1.52,0.32,-3.62
-4.67,3.78,-1.60,1.42,0.24,-3.60
-5.29,3.97,-1.79,1.25,0.10,-3.57
-5.74,4.13,-1.99,1.05,-0.07,-3.50
-6.06,4.25,-2.21,0.86,-0.19,-3.42
-6.43,4.32,-2.30,0.69,-0.25,-3.33
-7.02,4.43,-2.32,0.52,-0.32,-3.23
-7.65,4.63,-2.24,0.35,-0.42,-3.11
-8.12,4.88,-2.10,0.17,-0.53,-2.99
-8.39,5.13,-1.92,-0.00,-0.63,-2.88
-8.60,5.28,-1.81,-0.15,-0.70,-2.79
-8.83,5.36,-1.68,-0.25,-0.72,-2.69
-9.08,5.46,-1.42,-0.33,-0.71,-2.59
-9.31,5.71,-1.15,-0.39,-0.72,-2.48
-9.41,6.00,-0.87,-0.42,-0.72,-2.37
-9.48,6.25,-0.62,-0.40,-0.69,-2.26
-9.59,6.39,-0.40,-0.34,-0.62,-2.16
-9.89,6.56,-0.16,-0.24,-0.49,-2.06
-10.29,6.85,0.01,-0.13,-0.34,-1.93
-10.71,7.18,-0.00,0.00,-0.18,-1.78
-10.92,7.37,-0.13,0.11,-0.06,-1.67
-11.25,7.69,-0.25,0.20,0.03,-1.64
-11.69,8.10,-0.34,0.26,0.09,-1.62
-12.11,8.40,-0.40,0.30,0.11,-1.57
-12.50,8.55,-0.46,0.32,0.12,-1.49
-12.95,8.70,-0.58,0.33,0.12,-1.38
-13.36,8.86,-0.71,0.32,0.11,-1.22
-13.68,8.97,-0.81,0.28,0.08,-1.03
-13.92,9.04,-0.88,0.24,0.04,-0.83
-14.13,9.09,-0.92,0.18,0.01,-0.62
-14.29,9.08,-0.98,0.15,-0.01,-0.39
-14.33,9.00,-1.03,0.12,-0.00,-0.15
-14.23,8.86,-1.06,0.10,0.01,0.08
-14.08,8.70,-1.05,0.08,0.01,0.31
-13.93,8.52,-1.08,0.05,0.01,0.54
-13.69,8.30,-1.10,0.04,0.01,0.77
-13.33,8.06,-1.10,0.03,0.02,0.99
-13.00,7.82,-1.07,0.02,0.04,1.18
-12.76,7.62,-1.02,0.01,0.06,1.36
-12.49,7.44,-0.96,-0.00,0.08,1.54
-12.15,7.33,-0.96,-0.02,0.10,1.70
-11.74,7.27,-0.91,-0.04,0.12,1.85
-11.24,7.26,-0.91,-0.06,0.13,1.97
-10.67,7.33,-0.93,-0.07,0.14,2.07
-10.04,7.47,-0.96,-0.07,0.16,2.14
-9.43,7.64,-0.97,-0.06,0.20,2.18
-8.95,7.78,-0.74,-0.04,0.26,2.22
-8.68,7.90,-0.49,-0.00,0.33,2.24
-8.47,8.09,-0.30,0.03,0.38,2.26
-8.06,8.29,-0.25,0.06,0.39,2.28
-7.48,8.44,-0.32,0.08,0.40,2.27
-6.98,8.48,-0.40,0.12,0.43,2.23
-6.70,8.47,-0.56,0.17,0.52,2.19
-6.50,8.45,-0.76,0.23,0.63,2.15
-6.17,8.43,-1.05,0.25,0.75,2.13
-5.75,8.33,-1.38,0.26,0.87,2.08
-5.45,8.09,-1.71,0.24,0.99,2.03
-5.42,7.71,-2.00,0.21,1.11,1.96
-5.51,7.22,-2.24,0.14,1.17,1.92
-5.42,6.67,-2.47,0.01,1.17,1.88
-5.03,6.16,-2.64,-0.14,1.13,1.84
-4.49,5.69,-2.82,-0.29,1.12,1.79
-4.06,5.22,-2.90,-0.42,1.15,1.73
-3.77,4.75,-2.95,-0.53,1.21,1.69
-3.50,4.35,-2.98,-0.64,1.28,1.64
-3.18,4.11,-2.85,-0.75,1.33,1.60
-2.90,3.98,-2.63,-0.86,1.37,1.55
-2.68,3.87,-2.46,-0.96,1.41,1.51
-2.51,3.73,-2.34,-1.02,1.48,1.46
-2.43,3.63,-2.25,-1.08,1.56,1.42
-2.47,3.60,-2.16,-1.14,1.65,1.39
-2.54,3.64,-1.97,-1.22,1.69,1.36
-2.54,3.76,-1.73,-1.34,1.67,1.31
-2.58,3.90,-1.45,-1.50,1.60,1.24
-2.88,3.95,-1.22,-1.68,1.50,1.14
-3.44,3.83,-0.99,-1.87,1.40,1.04
-4.12,3.72,-0.54,-2.08,1.28,0.98
-4.72,3.75,0.01,-2.31,1.13,0.99
-5.20,3.84,0.79,-2.53,0.93,1.09
-5.54,3.90,1.67,-2.73,0.70,1.29
-5.66,3.86,2.65,-2.89,0.42,1.58
-5.47,3.62,3.39,-3.00,0.12,1.91
-5.10,3.22,3.99,-3.05,-0.11,2.24
-4.44,2.71,4.38,-3.05,-0.30,2.55
-3.62,2.15,4.92,-3.02,-0.41,2.81
-2.79,1.64,5.34,-2.96,-0.45,3.05
-2.14,1.27,5.76,-2.87,-0.41,3.26
-1.56,1.12,5.95,-2.80,-0.38,3.45
-0.78,1.12,6.19,-2.72,-0.36,3.61
0.06,1.27,6.30,-2.64,-0.34,3.74
0.65,1.44,6.59,-2.59,-0.39,3.88
1.34,1.15,6.99,-2.55,-0.45,4.19
2.45,0.56,7.60,-2.53,-0.57,4.38
3.43,0.12,8.23,-2.54,-0.82,4.49
4.70,-0.45,8.68,-2.52,-1.09,4.56
6.12,-1.11,9.01,-2.44,-1.30,4.57
7.55,-1.65,9.24,-2.27,-1.42,4.50
9.22,-2.19,9.71,-2.06,-1.47,4.41
11.31,-2.88,10.28,-1.83,-1.50,4.24
13.39,-3.62,10.75,-1.58,-1.52,3.95
15.15,-4.23,10.99,-1.30,-1.48,3.56
16.39,-4.56,10.96,-0.98,-1.35,3.11
17.47,-4.74,10.84,-0.66,-1.17,2.63
18.33,-4.82,10.78,-0.37,-0.98,2.11
18.83,-4.87,10.63,-0.10,-0.81,1.57
18.85,-4.84,10.32,0.12,-0.68,1.01
18.57,-4.71,9.89,0.31,-0.59,0.46
18.09,-4.45,9.41,0.46,-0.52,-0.06
17.25,-4.02,8.90,0.59,-0.45,-0.54
16.22,-3.58,8.44,0.67,-0.41,-0.96
15.16,-3.17,8.08,0.71,-0.41,-1.34
14.11,-2.83,7.73,0.71,-0.47,-1.67
13.16,-2.51,7.44,0.67,-0.56,-1.95
12.34,-2.26,7.12,0.63,-0.68,-2.20
11.64,-2.08,6.70,0.57,-0.80,-2.42
11.05,-1.94,6.27,0.53,-0.87,-2.63
10.52,-1.83,5.82,0.51,-0.87,-2.83
9.91,-1.69,5.47,0.52,-0.79,-3.02
9.24,-1.49,5.27,0.54,-0.67,-3.18
8.51,-1.24,5.16,0.56,-0.57,-3.33
7.74,-0.97,5.08,0.56,-0.51,-3.46
6.96,-0.73,5.03,0.55,-0.49,-3.57
6.28,-0.52,4.84,0.53,-0.49,-3.67
5.69,-0.33,4.61,0.52,-0.47,-3.75
5.06,0.03,4.37,0.51,-0.47,-3.82
