MPU_Index,aX,aY,aZ,gX,gY,gZ
0,3.11,3.01,-0.65,-0.42,-1.09,-4.33
1,0.84,-3.47,3.98,-4.37,1.03,-0.41
0,3.23,2.63,-1.74,-0.41,-0.77,-4.37
1,0.55,-3.46,3.72,-4.37,0.57,-0.40
0,2.84,1.85,-2.75,-0.42,-0.21,-4.37
1,0.17,-3.38,3.63,-4.37,-0.11,-0.43
0,1.98,0.99,-2.90,-0.43,0.52,-4.37
1,0.54,-2.64,2.57,-4.37,-0.83,-0.41
0,-0.05,-0.11,-1.07,-0.34,1.10,-4.37
1,1.23,-1.12,0.38,-4.37,-1.15,-0.25
0,-2.95,-1.09,-0.64,-0.17,1.21,-4.37
1,0.94,0.06,-1.99,-4.37,-1.28,-0.18
0,-5.18,-1.69,-1.56,-0.20,1.51,-4.37
1,1.14,1.53,-3.99,-4.37,-1.81,-0.26
0,-7.84,-2.25,-2.02,-0.27,2.19,-4.37
1,1.04,2.51,-6.56,-4.37,-2.47,-0.27
0,-10.20,-1.80,-0.98,-0.19,2.72,-4.37
1,1.44,2.92,-8.98,-4.37,-2.74,-0.06
0,-11.87,-1.02,0.75,0.13,2.69,-4.37
1,2.18,2.73,-10.94,-4.37,-2.49,0.37
0,-13.01,0.07,2.65,0.63,2.17,-4.37
1,2.26,2.59,-12.03,-4.37,-1.64,0.81
0,-13.31,-0.61,2.12,0.97,1.24,-4.37
1,1.96,3.96,-13.56,-4.37,-0.88,1.15
0,-14.22,-2.95,1.01,1.44,0.72,-4.37
1,1.43,5.66,-14.39,-4.13,-0.46,1.79
0,-15.63,-4.74,0.59,2.24,0.28,-3.71
1,-0.63,7.13,-17.38,-3.34,0.19,2.61
0,-18.36,-5.16,-1.19,2.88,-0.63,-2.68
1,-3.45,8.68,-19.44,-2.08,1.34,2.93
0,-18.72,-6.13,-3.95,2.91,-1.76,-1.25
1,-4.70,9.49,-18.59,-0.65,2.22,2.80
0,-17.66,-7.59,-6.32,2.64,-2.29,-0.06
1,-5.53,8.47,-17.51,0.18,2.46,2.35
0,-16.74,-7.68,-8.10,1.97,-2.19,0.38
1,-4.79,7.11,-17.17,0.29,1.98,1.54
0,-17.58,-7.40,-8.61,1.14,-1.37,0.30
1,-3.77,7.17,-19.34,0.21,0.96,0.84
0,-19.61,-7.33,-7.14,0.60,-0.41,0.31
1,-3.77,7.67,-19.61,0.41,0.21,0.51
0,-19.61,-6.43,-6.38,0.44,0.00,0.74
1,-4.81,8.27,-19.61,1.11,0.05,0.49
0,-19.61,-6.53,-6.95,0.46,0.01,1.67
1,-6.00,8.86,-19.61,2.12,0.15,0.48
0,-19.61,-7.03,-8.08,0.36,-0.06,2.61
1,-6.16,8.64,-19.61,2.90,0.10,0.27
0,-18.09,-7.48,-8.64,0.00,0.11,3.16
1,-6.06,7.62,-16.54,3.24,-0.19,-0.19
0,-14.67,-7.19,-8.60,-0.52,0.50,3.31
1,-5.23,6.53,-13.58,3.27,-0.65,-0.72
0,-12.41,-6.29,-7.68,-1.06,0.98,3.28
1,-3.99,5.63,-11.64,3.22,-1.14,-1.21
0,-10.90,-5.43,-6.44,-1.48,1.41,3.24
1,-3.49,4.87,-10.12,3.21,-1.48,-1.55
0,-9.27,-4.48,-5.20,-1.79,1.63,3.26
1,-2.56,3.99,-8.35,3.27,-1.62,-1.81
0,-7.60,-3.55,-3.90,-1.99,1.68,3.32
1,-1.97,3.09,-6.71,3.32,-1.59,-1.97
0,-6.10,-2.54,-2.90,-2.13,1.57,3.39
1,-1.24,2.26,-5.58,3.45,-1.39,-2.10
0,-5.44,-1.18,-2.11,-2.25,1.34,3.61
1,-0.61,1.56,-5.00,3.77,-1.18,-2.20
0,-4.96,-0.49,-1.59,-2.32,1.12,3.95
1,-0.24,0.61,-4.35,4.09,-0.91,-2.25
0,-4.24,0.42,-1.11,-2.36,0.81,4.27
1,0.12,-0.10,-3.47,4.37,-0.56,-2.27
0,-3.44,0.98,-0.84,-2.37,0.46,4.37
1,0.09,-0.67,-2.51,4.37,-0.24,-2.26
0,-2.38,1.29,-1.25,-2.36,0.20,4.37
1,0.46,-1.31,-1.39,4.37,-0.07,-2.24
0,-1.60,1.70,-1.03,-2.30,0.14,4.37
1,1.28,-2.21,-0.85,4.37,-0.08,-2.15
0,-1.37,2.86,-0.42,-2.24,0.18,4.37
1,1.48,-3.61,-0.50,4.37,-0.13,-2.15
0,-0.62,3.78,-0.08,-2.21,0.27,4.37
1,2.60,-4.50,0.21,4.37,-0.32,-2.01
0,-0.51,4.58,0.92,-1.99,0.48,4.37
1,2.98,-5.18,0.04,4.37,-0.45,-1.76
0,-0.13,5.49,1.40,-1.68,0.57,4.37
1,3.50,-5.76,1.20,4.37,-0.53,-1.38
0,1.93,6.14,2.38,-1.22,0.66,4.37
1,4.91,-6.23,4.21,4.37,-0.58,-0.88
0,5.76,6.91,5.01,-0.70,0.64,4.37
1,6.84,-7.47,8.38,4.37,-0.47,-0.36
0,9.05,7.93,6.84,-0.19,0.46,4.37
1,7.55,-8.78,10.91,4.27,-0.27,0.07
0,11.26,8.82,6.49,0.08,0.25,4.17
1,6.52,-10.15,12.99,3.97,-0.09,0.05
0,14.10,10.36,4.91,-0.25,0.16,3.77
1,6.05,-12.90,16.24,3.41,-0.07,-0.45
0,16.51,12.48,4.18,-0.80,0.16,3.03
1,5.34,-15.67,17.79,2.53,-0.09,-0.95
0,18.22,14.01,3.96,-1.10,0.17,2.00
1,4.90,-17.59,18.77,1.31,-0.08,-0.99
0,18.27,15.02,3.63,-0.89,0.08,0.65
1,3.82,-18.06,17.61,-0.06,0.10,-0.64
0,16.31,15.22,2.56,-0.43,-0.15,-0.60
1,2.91,-16.92,15.16,-1.16,0.34,-0.15
0,13.38,14.23,2.01,0.04,-0.38,-1.53
1,3.01,-14.49,12.33,-1.90,0.55,0.23
0,11.31,12.38,2.33,0.33,-0.53,-2.10
1,4.14,-12.48,10.88,-2.35,0.59,0.42
0,9.81,11.07,3.54,0.50,-0.51,-2.47
1,5.05,-10.93,9.35,-2.67,0.63,0.59
0,8.36,9.82,4.31,0.68,-0.63,-2.73
1,5.56,-9.50,8.24,-2.88,0.79,0.78
0,7.47,8.65,4.65,0.89,-0.78,-2.87
1,5.41,-8.22,7.35,-2.96,0.96,1.00
0,6.65,7.90,4.36,1.08,-1.01,-2.89
1,4.41,-7.50,6.56,-2.96,1.24,1.12
0,5.86,7.02,3.08,1.13,-1.32,-2.92
1,3.24,-6.90,6.09,-3.07,1.49,1.11
0,5.65,6.13,1.39,1.07,-1.41,-3.09
1,2.80,-6.36,5.81,-3.28,1.46,1.02
0,4.97,5.45,0.74,0.96,-1.33,-3.35
1,1.87,-6.09,4.77,-3.58,1.39,0.87
0,3.82,4.93,-0.20,0.79,-1.27,-3.68
1,1.28,-5.32,3.78,-3.92,1.28,0.72
0,2.71,3.84,-1.01,0.68,-1.11,-4.05
1,0.98,-4.38,2.66,-4.36,1.07,0.63
0,1.64,2.75,-1.62,0.62,-0.83,-4.37
1,0.89,-3.51,1.59,-4.37,0.60,0.59
0,-0.14,1.17,-2.39,0.60,-0.23,-4.37
1,0.47,-1.88,-0.47,-4.37,0.01,0.60
0,-2.99,-0.67,-1.93,0.69,0.30,-4.37
1,0.17,-0.04,-2.99,-4.37,-0.42,0.73
0,-5.21,-1.06,-2.82,0.71,0.64,-4.37
1,-0.53,0.58,-4.73,-4.37,-0.77,0.59
0,-6.78,-1.02,-3.17,0.46,1.02,-4.37
1,-0.32,1.36,-6.21,-4.37,-1.21,0.30
0,-8.16,-1.44,-2.91,0.16,1.50,-4.37
1,0.26,2.01,-7.49,-4.37,-1.70,0.05
0,-9.54,-1.70,-1.81,-0.05,1.95,-4.37
1,1.34,2.28,-8.86,-4.37,-2.11,-0.15
0,-10.19,-1.56,0.08,-0.25,2.27,-4.37
1,2.81,1.91,-9.28,-4.37,-2.35,-0.27
0,-11.35,-0.99,2.01,-0.21,2.38,-4.37
1,3.07,1.85,-11.39,-4.37,-2.24,0.00
0,-13.63,-0.88,2.53,0.37,2.10,-4.37
1,2.21,2.64,-14.14,-4.37,-1.65,0.88
0,-15.30,-1.58,3.37,1.48,1.12,-4.37
1,1.39,4.12,-15.55,-4.03,-0.34,2.07
0,-15.46,-2.88,2.65,2.64,-0.33,-3.48
1,-0.19,5.85,-16.05,-3.08,1.14,3.10
0,-17.39,-4.98,-0.25,3.46,-1.62,-2.43
1,-1.75,8.66,-18.80,-1.91,2.28,3.67
0,-19.61,-7.54,-2.48,3.85,-2.61,-1.23
1,-3.95,10.40,-19.61,-0.76,3.04,3.84
0,-19.61,-9.73,-7.09,3.74,-2.95,-0.17
1,-6.43,11.57,-19.61,0.05,3.01,3.43
0,-19.61,-10.90,-11.39,2.99,-2.62,0.34
1,-8.73,10.87,-19.61,0.52,2.31,2.37
0,-19.61,-9.26,-13.99,1.70,-1.69,0.85
1,-9.45,9.49,-19.61,1.02,1.22,1.00
0,-19.61,-8.14,-13.34,0.29,-0.63,1.28
1,-8.28,8.40,-19.61,1.45,0.23,-0.31
0,-19.61,-7.02,-10.88,-0.87,0.33,1.75
1,-5.41,7.57,-19.61,1.96,-0.67,-1.18
0,-18.35,-6.45,-7.24,-1.49,1.05,2.19
1,-3.24,6.58,-17.03,2.27,-1.26,-1.53
0,-15.26,-6.12,-5.41,-1.64,1.56,2.33
1,-2.24,5.69,-14.65,2.30,-1.72,-1.57
0,-13.91,-5.63,-4.54,-1.63,1.96,2.30
1,-2.26,5.07,-13.84,2.28,-2.02,-1.54
0,-13.57,-4.72,-4.40,-1.63,2.14,2.39
1,-2.44,5.04,-13.38,2.52,-2.07,-1.58
0,-12.79,-4.14,-3.77,-1.71,2.05,2.76
1,-2.60,4.99,-12.09,2.99,-1.88,-1.68
0,-11.19,-3.74,-3.26,-1.83,1.76,3.29
1,-2.33,4.60,-10.14,3.55,-1.47,-1.77
0,-9.26,-3.15,-2.64,-1.87,1.27,3.85
1,-2.05,4.07,-8.06,4.09,-0.96,-1.78
0,-7.29,-2.83,-2.71,-1.88,0.83,4.36
1,-1.38,3.32,-5.85,4.37,-0.58,-1.82
0,-5.26,-2.26,-2.18,-1.95,0.49,4.37
1,-0.91,2.20,-4.05,4.37,-0.27,-1.92
0,-3.91,-1.37,-1.82,-2.10,0.21,4.37
1,-0.35,1.34,-2.81,4.37,-0.01,-2.09
0,-2.93,-0.74,-1.24,-2.28,-0.05,4.37
1,0.16,0.73,-1.71,4.37,0.27,-2.24
0,-1.69,-0.21,-0.61,-2.36,-0.32,4.37
1,0.97,-0.03,-0.29,4.37,0.51,-2.23
0,-0.52,0.53,-0.30,-2.29,-0.51,4.37
1,1.41,-0.89,0.66,4.37,0.63,-2.14
0,0.17,1.40,-0.22,-2.19,-0.56,4.37
1,1.64,-1.80,1.17,4.37,0.66,-2.05
0,0.45,2.15,-0.02,-2.10,-0.61,4.37
1,1.43,-2.79,1.44,4.37,0.74,-1.96
0,0.60,3.00,-0.32,-2.00,-0.69,4.37
1,1.33,-3.42,1.30,4.37,0.78,-1.86
0,0.50,3.39,-0.70,-1.90,-0.69,4.37
1,0.85,-3.87,1.44,4.37,0.77,-1.75
0,9.33,7.82,6.01,-1.05,-0.08,4.37
1,7.44,-9.15,12.63,4.37,0.13,-1.12
0,13.76,8.55,5.57,-1.44,0.10,4.16
1,9.25,-11.74,17.23,3.67,-0.32,-1.58
0,18.04,10.94,7.14,-1.88,0.74,3.15
1,10.01,-15.53,19.12,2.60,-0.93,-2.03
0,18.64,14.82,7.90,-2.33,1.11,2.07
1,9.30,-19.61,18.98,1.37,-1.04,-2.31
0,18.01,17.24,8.83,-2.24,0.94,0.60
1,8.78,-19.61,17.19,-0.27,-0.68,-1.83
0,15.47,18.28,8.48,-1.41,0.54,-0.97
1,8.35,-19.61,13.58,-1.60,-0.31,-0.80
0,11.39,17.10,8.04,-0.27,0.17,-1.98
1,7.65,-17.39,10.11,-2.35,0.09,0.25
0,8.74,15.59,6.62,0.51,-0.14,-2.49
1,7.23,-14.82,8.46,-2.75,0.27,0.62
0,7.36,12.36,6.29,0.70,-0.19,-2.92
1,7.98,-11.82,6.65,-3.21,0.24,0.83
0,5.42,9.99,6.49,1.00,-0.09,-3.33
1,8.25,-9.62,5.00,-3.56,0.08,1.20
0,3.46,8.33,6.26,1.44,0.08,-3.61
1,7.51,-7.81,2.86,-3.76,-0.07,1.64
0,1.45,7.12,5.22,1.83,0.19,-3.71
1,6.32,-6.27,1.35,-3.76,-0.14,1.95
0,0.70,6.03,4.21,2.07,0.24,-3.63
1,5.16,-5.31,0.99,-3.65,-0.15,2.11
0,0.44,5.15,2.71,2.13,0.23,-3.55
1,3.76,-4.69,0.76,-3.63,-0.17,2.07
0,0.22,4.13,1.60,2.03,0.25,-3.59
1,2.73,-4.00,0.53,-3.71,-0.20,1.89
0,-0.24,3.54,0.43,1.80,0.32,-3.68
1,2.10,-3.45,-0.11,-3.80,-0.27,1.70
0,-0.91,3.25,0.47,1.65,0.37,-3.76
1,1.81,-3.38,-1.36,-3.83,-0.28,1.59
0,-2.57,3.67,0.35,1.57,0.26,-3.73
1,1.29,-3.28,-3.13,-3.75,-0.04,1.56
0,-3.80,3.20,0.23,1.59,-0.02,-3.65
1,1.36,-2.90,-3.98,-3.70,0.18,1.59
0,-4.67,2.95,-0.19,1.62,-0.14,-3.59
1,1.14,-2.52,-4.94,-3.60,0.27,1.64
0,-5.36,2.33,-0.64,1.68,-0.22,-3.51
1,0.57,-2.31,-5.55,-3.61,0.30,1.68
0,-5.86,1.79,-1.21,1.66,-0.21,-3.58
1,0.64,-1.91,-5.90,-3.67,0.29,1.63
0,-5.97,1.70,-0.72,1.66,-0.20,-3.59
1,1.32,-1.33,-5.75,-3.65,0.25,1.69
0,-6.02,0.69,-0.45,1.75,-0.15,-3.61
1,1.04,-0.65,-6.09,-3.77,0.21,1.74
0,-6.63,-0.14,-1.12,1.70,-0.08,-3.80
1,0.79,0.14,-7.46,-3.92,0.06,1.61
0,-8.69,-0.45,-1.27,1.52,0.09,-3.83
1,0.87,1.02,-9.67,-3.84,-0.01,1.46
0,-10.84,-0.71,-0.42,1.48,0.03,-3.64
1,0.91,1.70,-11.93,-3.52,0.12,1.54
0,-12.99,-1.05,-0.36,1.65,-0.16,-3.20
1,0.55,2.73,-14.05,-3.01,0.43,1.78
0,-14.70,-1.94,-0.28,1.92,-0.58,-2.65
1,-0.12,3.71,-15.89,-2.38,0.93,2.04
0,-16.61,-2.49,-1.01,2.17,-1.11,-1.90
1,-1.15,4.78,-17.85,-1.55,1.49,2.27
0,-18.27,-3.51,-2.17,2.35,-1.70,-1.02
1,-2.66,5.79,-19.26,-0.71,2.04,2.37
0,-19.08,-5.19,-4.72,2.34,-2.07,-0.31
1,-4.21,6.48,-19.61,-0.15,2.21,2.20
0,-19.38,-5.95,-7.19,1.96,-1.99,0.10
1,-4.93,6.17,-19.61,0.16,1.89,1.66
0,-19.43,-5.54,-8.92,1.28,-1.44,0.31
1,-5.19,5.30,-19.61,0.33,1.08,0.92
0,-19.61,-4.56,-8.94,0.52,-0.54,0.49
1,-4.75,4.30,-19.61,0.54,0.25,0.24
0,-19.61,-3.78,-7.69,-0.05,0.17,0.67
1,-3.96,3.65,-19.44,0.68,-0.41,-0.18
0,-18.28,-3.56,-6.66,-0.34,0.75,0.74
1,-3.43,3.54,-18.19,0.75,-0.92,-0.35
0,-17.23,-3.13,-6.22,-0.49,1.22,0.89
1,-3.35,3.51,-17.07,0.97,-1.32,-0.53
0,-16.08,-2.85,-5.65,-0.71,1.52,1.16
1,-3.60,3.38,-15.71,1.27,-1.56,-0.81
0,-14.74,-2.93,-5.56,-1.06,1.71,1.46
1,-3.24,3.38,-14.45,1.57,-1.70,-1.16
0,-13.57,-2.60,-4.75,-1.40,1.77,1.78
1,-3.04,3.08,-13.16,1.91,-1.66,-1.46
0,-12.18,-2.56,-4.59,-1.66,1.68,2.07
1,-2.68,2.74,-11.65,2.21,-1.60,-1.70
0,-10.91,-1.87,-3.79,-1.87,1.60,2.41
1,-1.99,2.06,-10.10,2.54,-1.45,-1.86
0,-9.22,-1.19,-3.07,-2.05,1.41,2.70
1,-1.39,1.27,-8.44,2.80,-1.24,-2.04
0,-7.69,-0.55,-2.28,-2.18,1.21,2.94
1,0.02,0.73,-6.71,3.05,-1.09,-2.11
0,-6.26,0.02,-0.78,-2.18,1.09,3.17
1,0.94,-0.26,-5.94,3.24,-0.96,-2.01
0,-6.15,1.09,-0.23,-2.03,0.91,3.36
1,0.78,-1.22,-6.09,3.40,-0.63,-1.87
0,-6.36,1.77,-0.02,-1.90,0.47,3.47
1,0.64,-1.51,-6.47,3.55,-0.25,-1.77
0,-6.62,2.00,-0.58,-1.84,0.20,3.70
1,0.44,-1.56,-6.20,3.78,-0.04,-1.75
0,-5.89,1.86,-1.09,-1.86,0.02,3.85
1,0.31,-2.25,-4.91,3.82,0.05,-1.80
0,-4.68,2.39,-1.85,-1.89,0.14,3.82
1,0.58,-2.89,-3.97,3.72,-0.15,-1.81
0,-4.04,2.66,-1.25,-1.93,0.25,3.66
1,1.05,-3.04,-3.38,3.59,-0.22,-1.87
0,-3.06,3.12,-0.44,-1.96,0.39,3.61
1,2.72,-3.54,-1.94,3.60,-0.43,-1.83
0,-1.60,4.32,1.52,-1.85,0.56,3.65
1,4.03,-5.25,-0.42,3.65,-0.48,-1.64
0,-0.20,6.27,3.30,-1.55,0.48,3.71
1,4.60,-6.74,0.56,3.73,-0.26,-1.22
0,0.44,7.55,4.24,-1.04,0.11,3.84
1,4.13,-7.02,1.46,3.93,0.26,-0.74
0,2.12,7.64,3.94,-0.67,-0.44,4.11
1,4.20,-7.15,4.51,4.16,0.75,-0.55
0,5.51,7.47,3.56,-0.66,-0.83,4.17
1,3.86,-8.48,7.87,3.98,1.10,-0.70
0,8.21,8.10,2.68,-0.94,-1.13,3.76
1,3.02,-10.13,9.26,3.42,1.29,-1.09
0,8.62,9.45,1.06,-1.38,-1.20,3.13
1,2.60,-11.56,8.80,2.73,1.23,-1.47
0,7.77,10.55,0.66,-1.59,-1.05,2.41
1,2.82,-12.19,7.11,2.07,1.02,-1.49
0,5.88,11.59,0.91,-1.46,-0.83,1.87
1,3.20,-12.62,5.78,1.67,0.78,-1.28
0,5.85,12.26,1.39,-1.21,-0.54,1.57
1,4.15,-13.01,6.90,1.34,0.43,-1.03
0,8.09,11.86,2.37,-0.96,-0.13,1.14
1,5.95,-12.79,9.99,0.78,-0.06,-0.74
0,12.10,11.08,4.57,-0.60,0.43,0.41
1,8.22,-13.57,13.92,-0.12,-0.69,-0.36
0,14.54,11.96,6.82,-0.23,1.01,-0.56
1,9.04,-14.69,14.98,-1.10,-1.08,-0.05
0,14.28,13.40,7.92,-0.03,1.05,-1.49
1,7.53,-15.22,13.65,-1.96,-0.74,0.01
0,12.28,13.38,7.39,0.04,0.49,-2.25
1,6.56,-14.12,11.85,-2.58,-0.12,0.16
0,10.55,12.76,6.27,0.26,-0.08,-2.71
1,5.94,-12.96,10.11,-2.94,0.42,0.37
0,8.83,11.60,5.83,0.45,-0.60,-3.06
1,5.91,-11.64,8.21,-3.29,0.92,0.52
0,6.62,10.25,5.58,0.60,-1.04,-3.37
1,6.05,-9.97,6.01,-3.62,1.28,0.70
0,4.13,8.39,4.97,0.82,-1.27,-3.71
1,5.87,-7.99,3.11,-3.91,1.35,0.89
0,1.21,6.78,4.09,0.94,-1.24,-3.91
1,5.56,-6.14,0.52,-3.99,1.20,0.93
0,-0.76,5.62,3.10,0.93,-0.93,-3.90
1,5.63,-4.95,-0.79,-3.93,0.79,0.95
0,-1.74,4.57,3.51,1.01,-0.60,-3.84
1,4.91,-4.23,-1.46,-3.94,0.65,1.07
0,-1.91,3.64,3.35,1.16,-0.60,-3.93
1,4.54,-3.48,-1.42,-4.05,0.73,1.26
0,-1.72,2.86,3.30,1.39,-0.72,-4.03
1,4.08,-2.67,-1.27,-4.17,0.94,1.49
0,-1.62,1.91,3.27,1.64,-1.03,-4.15
1,3.39,-1.68,-1.34,-4.27,1.32,1.71
0,-2.11,1.33,2.18,1.77,-1.40,-4.19
1,2.56,-0.84,-2.25,-4.24,1.64,1.74
0,-3.52,0.74,0.57,1.69,-1.55,-4.07
1,2.14,0.01,-4.07,-4.05,1.55,1.55
0,-5.28,-0.23,-0.33,1.42,-1.31,-3.89
1,2.04,0.53,-5.50,-3.93,1.21,1.22
0,-6.07,-0.75,-0.46,1.03,-0.90,-3.89
1,2.68,0.06,-5.60,-4.03,0.71,0.81
0,-6.26,-0.45,-0.19,0.60,-0.36,-4.09
1,2.66,-0.48,-6.10,-4.33,0.18,0.42
0,-6.63,-0.51,0.46,0.32,0.07,-4.37
1,3.13,-0.15,-6.66,-4.37,-0.14,0.30
0,-7.89,-1.17,1.68,0.35,0.29,-4.37
1,4.17,1.37,-8.49,-4.37,-0.31,0.44
0,-10.23,-2.26,3.00,0.53,0.38,-4.37
1,4.66,2.78,-11.40,-4.37,-0.27,0.61
0,-13.80,-2.48,3.66,0.68,0.26,-4.37
1,5.15,4.19,-16.15,-4.37,-0.06,0.77
0,-19.15,-2.92,5.38,0.97,-0.12,-4.06
1,5.49,6.20,-19.61,-3.54,0.57,1.27
0,-19.61,-3.85,5.38,1.62,-0.94,-2.69
1,3.32,9.11,-19.61,-1.86,1.57,1.94
0,-19.61,-6.27,3.09,2.25,-2.05,-0.86
1,0.07,11.15,-19.61,-0.05,2.73,2.48
0,-19.61,-8.19,-2.21,2.58,-2.88,0.87
1,-2.43,11.17,-19.61,1.55,2.97,2.47
0,-19.61,-8.39,-6.29,2.19,-2.55,2.21
1,-3.22,8.97,-19.61,2.53,2.16,1.79
0,-19.61,-7.33,-8.76,1.23,-1.28,2.80
1,-1.98,6.68,-19.61,2.84,0.51,0.73
0,-19.61,-6.04,-7.59,0.18,0.46,2.88
1,-0.88,4.76,-19.61,2.70,-1.22,-0.26
0,-17.21,-5.61,-5.36,-0.74,2.08,2.49
1,1.18,3.66,-14.96,2.14,-2.75,-0.95
0,-13.64,-4.88,-2.68,-1.23,3.46,1.84
1,2.01,2.77,-12.70,1.52,-3.91,-1.29
0,-12.69,-3.64,-0.95,-1.54,4.27,1.33
1,2.01,2.53,-12.18,1.20,-4.37,-1.58
0,-12.30,-2.94,0.60,-1.75,4.37,1.22
1,2.27,2.87,-11.67,1.29,-4.37,-1.69
0,-11.89,-2.18,1.74,-1.76,4.27,1.49
1,2.02,3.07,-11.44,1.75,-3.97,-1.63
0,-11.65,-1.59,2.27,-1.66,3.64,2.16
1,1.74,3.09,-11.22,2.60,-3.18,-1.51
0,10.58,7.92,6.05,-0.86,-1.92,4.37
1,10.94,-10.35,14.96,4.37,1.30,-0.86
0,17.21,9.27,5.90,-1.06,-0.32,4.18
1,11.14,-14.97,19.61,3.16,-0.43,-1.11
0,19.61,11.28,5.99,-1.30,1.17,1.96
1,8.72,-17.87,19.61,0.73,-1.51,-1.24
0,19.61,13.75,6.12,-1.20,1.77,-0.30
1,6.91,-17.69,18.26,-1.11,-1.74,-0.98
0,16.06,15.58,6.20,-0.81,1.64,-1.60
1,5.64,-17.69,14.54,-2.02,-1.33,-0.60
0,12.29,16.64,6.21,-0.45,1.08,-2.20
1,6.32,-16.86,10.82,-2.34,-0.69,-0.23
0,9.33,16.63,7.37,-0.03,0.41,-2.29
1,7.67,-15.94,8.71,-2.35,-0.05,0.18
0,7.60,14.99,8.48,0.36,-0.17,-2.32
1,8.95,-13.88,7.25,-2.41,0.50,0.61
0,6.68,12.64,9.00,0.87,-0.62,-2.38
1,9.32,-11.50,6.81,-2.50,0.83,1.14
0,6.34,10.48,8.13,1.37,-0.82,-2.46
1,8.89,-9.67,6.40,-2.57,0.95,1.55
0,5.73,8.70,7.34,1.71,-0.91,-2.57
1,7.35,-8.43,5.79,-2.71,1.08,1.79
0,4.93,7.68,5.42,1.81,-1.07,-2.68
1,5.60,-7.18,4.67,-2.79,1.27,1.80
0,4.01,6.22,3.97,1.79,-1.28,-2.76
1,4.28,-5.95,4.04,-2.86,1.45,1.75
0,3.47,5.41,2.18,1.72,-1.34,-2.80
1,3.47,-5.25,3.43,-2.91,1.38,1.64
0,2.87,4.75,1.22,1.54,-1.23,-2.90
1,2.81,-5.31,2.86,-3.09,1.28,1.44
0,2.40,4.41,0.52,1.38,-1.13,-3.20
1,2.30,-5.22,2.43,-3.49,1.14,1.33
0,1.65,3.73,0.54,1.34,-0.99,-3.67
1,2.19,-4.68,1.78,-4.04,1.06,1.35
0,0.65,3.01,-0.15,1.36,-0.95,-4.25
1,1.79,-3.56,0.44,-4.37,0.90,1.33
0,-0.96,2.08,-0.64,1.34,-0.61,-4.37
1,1.95,-2.23,-1.14,-4.37,0.51,1.32
0,-2.44,1.42,-0.21,1.34,-0.28,-4.37
1,1.77,-1.85,-2.11,-4.37,0.26,1.28
0,-2.85,1.02,-0.38,1.22,-0.11,-4.37
1,1.89,-1.42,-2.31,-4.37,0.10,1.15
0,-3.50,0.06,-0.89,1.13,0.15,-4.37
1,1.82,-0.44,-2.78,-4.37,-0.39,1.06
0,-4.59,-1.18,-1.65,1.01,0.79,-4.37
1,1.85,0.87,-4.47,-4.37,-1.05,0.98
0,-6.93,-2.13,-1.04,0.98,1.33,-4.37
1,1.59,2.27,-7.06,-4.37,-1.47,0.93
0,-9.13,-2.43,-1.65,0.86,1.68,-4.37
1,0.62,2.43,-8.56,-4.37,-1.85,0.73
0,-10.72,-2.02,-2.12,0.65,2.14,-4.37
1,0.98,2.96,-10.58,-4.37,-2.29,0.60
0,-13.05,-2.15,-0.34,0.65,2.36,-4.37
1,1.16,3.51,-13.39,-4.37,-2.17,0.79
0,-15.48,-1.06,1.32,1.05,1.90,-4.37
1,0.91,4.03,-15.92,-4.37,-1.36,1.41
0,-16.41,-1.14,2.45,1.86,0.77,-3.62
1,0.11,5.18,-16.25,-2.97,0.13,2.33
0,-15.20,-3.19,1.70,2.79,-0.89,-2.22
1,-1.56,7.10,-15.07,-1.73,1.75,3.13
0,-14.57,-6.31,-1.12,3.42,-2.30,-1.18
1,-3.55,8.52,-15.37,-0.90,2.89,3.49
0,-16.05,-8.30,-6.26,3.43,-2.92,-0.52
1,-5.43,9.12,-17.20,-0.35,2.82,3.08
0,-17.98,-8.30,-10.73,2.57,-2.19,-0.09
1,-6.40,8.20,-19.11,-0.05,1.74,1.95
0,-19.19,-7.63,-10.38,1.31,-1.16,0.08
1,-5.83,6.99,-19.47,0.04,0.81,0.75
0,-18.69,-6.81,-8.76,0.28,-0.34,0.09
1,-4.36,6.30,-18.87,0.02,0.04,0.02
0,-18.14,-6.17,-6.85,-0.17,0.37,0.07
1,-3.43,6.16,-18.75,0.09,-0.56,-0.17
0,-18.39,-5.57,-5.94,-0.20,0.78,0.28
1,-4.20,6.28,-19.09,0.43,-0.76,-0.10
0,-18.82,-5.36,-6.42,-0.13,0.82,0.72
1,-5.52,6.65,-19.18,0.98,-0.68,-0.14
0,-17.97,-5.38,-7.25,-0.32,0.66,1.36
1,-5.92,6.85,-17.62,1.63,-0.48,-0.44
0,-16.00,-5.49,-7.36,-0.72,0.50,1.99
1,-5.36,6.39,-15.34,2.21,-0.41,-0.89
0,-13.85,-5.32,-6.69,-1.17,0.48,2.44
1,-4.24,5.55,-13.26,2.53,-0.44,-1.28
0,-12.38,-5.02,-5.89,-1.49,0.57,2.65
1,-3.24,4.89,-12.07,2.69,-0.59,-1.51
0,-11.51,-4.23,-5.20,-1.67,0.75,2.81
1,-2.64,4.14,-11.16,2.89,-0.79,-1.68
0,-10.63,-3.14,-4.53,-1.85,0.92,3.05
1,-2.27,3.10,-9.86,3.15,-0.88,-1.85
